pub_date	title	venue	excerpt	citation	url_slug	paper_url
2019-10-01	Telerobotic Control in Virtual Reality	OCEANS 2019 MTS/IEEE SEATTLE	Telerobotic control methods for remote control of robot arm for munition remediation.	Z. Gharaybeh, H. Chizeck and A. Stewart, "Telerobotic Control in Virtual Reality," OCEANS 2019 MTS/IEEE SEATTLE, 2019, pp. 1-8, doi: 10.23919/OCEANS40490.2019.8962616.	Telerobotic Control in Virtual Reality	https://doi.org/10.23919/OCEANS40490.2019.8962616
